Ano;Território;Modalidade de ensino;Taxa de retenção e desistência no ensino secunário, em todos os anos de escolaridade;Desemprego registado nos centros de emprego (para menores de 25 anos)
2019.0;Paredes de Coura_Município;Cursos Tecnológicos e Profissionais;4.9;17.0
2019.0;Paredes de Coura_Município;Total;5.2;17.0
2019.0;Pedrógão Grande_Município;Cursos gerais;;15.3
2019.0;Pedrógão Grande_Município;Cursos Tecnológicos e Profissionais;16.9;15.3
2019.0;Pedrógão Grande_Município;Total;16.9;15.3
2019.0;Penacova_Município;Cursos gerais;12.9;27.4
2019.0;Penacova_Município;Cursos Tecnológicos e Profissionais;9.4;27.4
2019.0;Penacova_Município;Total;10.7;27.4
2019.0;Penafiel_Município;Cursos gerais;9.5;287.8
2019.0;Penafiel_Município;Cursos Tecnológicos e Profissionais;6.2;287.8
2019.0;Penafiel_Município;Total;8.4;287.8
2019.0;Penalva do Castelo_Município;Cursos gerais;14.6;21.0
2019.0;Penalva do Castelo_Município;Cursos Tecnológicos e Profissionais;11.8;21.0
2019.0;Penalva do Castelo_Município;Total;13.4;21.0
2019.0;Penamacor_Município;Cursos gerais;17.9;19.4
2019.0;Penamacor_Município;Cursos Tecnológicos e Profissionais;0.0;19.4
2019.0;Penamacor_Município;Total;15.4;19.4
2019.0;Penedono_Município;Cursos gerais;;21.2
2019.0;Penedono_Município;Cursos Tecnológicos e Profissionais;;21.2
2019.0;Penedono_Município;Total;;21.2
2019.0;Penela_Município;Cursos gerais;;10.3
2019.0;Penela_Município;Cursos Tecnológicos e Profissionais;2.4;10.3
2019.0;Penela_Município;Total;2.4;10.3
2019.0;Peniche_Município;Cursos gerais;17.9;77.6
2019.0;Peniche_Município;Cursos Tecnológicos e Profissionais;12.0;77.6
2019.0;Peniche_Município;Total;16.4;77.6
2019.0;Peso da Régua_Município;Cursos gerais;13.6;111.4
2019.0;Peso da Régua_Município;Cursos Tecnológicos e Profissionais;8.6;111.4
2019.0;Peso da Régua_Município;Total;11.2;111.4
2019.0;Pinhel_Município;Cursos gerais;6.8;27.0
2019.0;Pinhel_Município;Cursos Tecnológicos e Profissionais;3.4;27.0
2019.0;Pinhel_Município;Total;5.7;27.0
2019.0;Pombal_Município;Cursos gerais;15.7;141.0
2019.0;Pombal_Município;Cursos Tecnológicos e Profissionais;6.9;141.0
2019.0;Pombal_Município;Total;11.8;141.0
2019.0;Ponta Delgada_Município;Cursos gerais;18.3;
2019.0;Ponta Delgada_Município;Cursos Tecnológicos e Profissionais;16.0;
2019.0;Ponta Delgada_Município;Total;17.4;
2019.0;Ponta do Sol_Município;Cursos gerais;12.1;
2019.0;Ponta do Sol_Município;Cursos Tecnológicos e Profissionais;3.5;
2019.0;Ponta do Sol_Município;Total;9.7;
2019.0;Ponte da Barca_Município;Cursos gerais;7.8;24.4
2019.0;Ponte da Barca_Município;Cursos Tecnológicos e Profissionais;5.5;24.4
2019.0;Ponte da Barca_Município;Total;6.7;24.4
2019.0;Ponte de Lima_Município;Cursos gerais;9.3;88.9
2019.0;Ponte de Lima_Município;Cursos Tecnológicos e Profissionais;3.6;88.9
2019.0;Ponte de Lima_Município;Total;6.5;88.9
2019.0;Ponte de Sor_Município;Cursos gerais;9.9;69.8
2019.0;Ponte de Sor_Município;Cursos Tecnológicos e Profissionais;6.9;69.8
2019.0;Ponte de Sor_Município;Total;9.0;69.8
2019.0;Portalegre_Município;Cursos gerais;13.2;73.8
2019.0;Portalegre_Município;Cursos Tecnológicos e Profissionais;7.1;73.8
2019.0;Portalegre_Município;Total;11.6;73.8
2019.0;Portel_Município;Cursos gerais;;26.7
2019.0;Portel_Município;Cursos Tecnológicos e Profissionais;16.7;26.7
2019.0;Portel_Município;Total;16.7;26.7
2019.0;Portimão_Município;Cursos gerais;15.7;234.1
2019.0;Portimão_Município;Cursos Tecnológicos e Profissionais;14.0;234.1
2019.0;Portimão_Município;Total;14.9;234.1
2019.0;Porto_Município;Cursos gerais;10.0;648.3
2019.0;Porto_Município;Cursos Tecnológicos e Profissionais;10.6;648.3
2019.0;Porto_Município;Total;10.2;648.3
2019.0;Porto de Mós_Município;Cursos gerais;13.2;53.8
2019.0;Porto de Mós_Município;Cursos Tecnológicos e Profissionais;6.3;53.8
2019.0;Porto de Mós_Município;Total;9.6;53.8
2019.0;Porto Moniz_Município;Cursos gerais;15.4;
2019.0;Porto Moniz_Município;Cursos Tecnológicos e Profissionais;;
2019.0;Porto Moniz_Município;Total;15.4;
2019.0;Porto Santo_Município;Cursos gerais;17.1;
2019.0;Porto Santo_Município;Cursos Tecnológicos e Profissionais;17.1;
2019.0;Porto Santo_Município;Total;17.1;
2019.0;Póvoa de Lanhoso_Município;Cursos gerais;11.9;81.0
2019.0;Póvoa de Lanhoso_Município;Cursos Tecnológicos e Profissionais;11.5;81.0
2019.0;Póvoa de Lanhoso_Município;Total;11.7;81.0
2019.0;Póvoa de Varzim_Município;Cursos gerais;13.3;223.3
2019.0;Póvoa de Varzim_Município;Cursos Tecnológicos e Profissionais;11.7;223.3
2019.0;Póvoa de Varzim_Município;Total;12.9;223.3
2019.0;Povoação_Município;Cursos gerais;24.8;
2019.0;Povoação_Município;Cursos Tecnológicos e Profissionais;13.9;
2019.0;Povoação_Município;Total;20.6;
2019.0;Proença-a-Nova_Município;Cursos gerais;11.5;8.7
2019.0;Proença-a-Nova_Município;Cursos Tecnológicos e Profissionais;0.0;8.7
2019.0;Proença-a-Nova_Município;Total;8.5;8.7
2019.0;Redondo_Município;Cursos gerais;11.8;28.8
2019.0;Redondo_Município;Cursos Tecnológicos e Profissionais;9.1;28.8
2019.0;Redondo_Município;Total;11.0;28.8
2019.0;Reguengos de Monsaraz_Município;Cursos gerais;18.7;57.8
2019.0;Reguengos de Monsaraz_Município;Cursos Tecnológicos e Profissionais;14.1;57.8
2019.0;Reguengos de Monsaraz_Município;Total;17.6;57.8
2019.0;Resende_Município;Cursos gerais;11.5;72.9
2019.0;Resende_Município;Cursos Tecnológicos e Profissionais;10.5;72.9
2019.0;Resende_Município;Total;11.1;72.9
2019.0;Ribeira Brava_Município;Cursos gerais;15.9;
2019.0;Ribeira Brava_Município;Cursos Tecnológicos e Profissionais;18.5;
2019.0;Ribeira Brava_Município;Total;16.8;
2019.0;Ribeira de Pena_Município;Cursos gerais;15.3;25.3
2019.0;Ribeira de Pena_Município;Cursos Tecnológicos e Profissionais;12.7;25.3
2019.0;Ribeira de Pena_Município;Total;14.3;25.3
2019.0;Ribeira Grande_Município;Cursos gerais;19.8;
2019.0;Ribeira Grande_Município;Cursos Tecnológicos e Profissionais;8.6;
2019.0;Ribeira Grande_Município;Total;16.2;
2019.0;Rio Maior_Município;Cursos gerais;16.0;34.6
2019.0;Rio Maior_Município;Cursos Tecnológicos e Profissionais;12.7;34.6
2019.0;Rio Maior_Município;Total;14.5;34.6
2019.0;Sabrosa_Município;Cursos gerais;7.8;36.8
2019.0;Sabrosa_Município;Cursos Tecnológicos e Profissionais;3.1;36.8
2019.0;Sabrosa_Município;Total;6.7;36.8
2019.0;Sabugal_Município;Cursos gerais;11.0;29.8
2019.0;Sabugal_Município;Cursos Tecnológicos e Profissionais;13.0;29.8
2019.0;Sabugal_Município;Total;11.6;29.8
2019.0;Salvaterra de Magos_Município;Cursos gerais;12.7;91.2
2019.0;Salvaterra de Magos_Município;Cursos Tecnológicos e Profissionais;8.2;91.2
2019.0;Salvaterra de Magos_Município;Total;10.3;91.2
2019.0;Santa Comba Dão_Município;Cursos gerais;7.9;37.8
2019.0;Santa Comba Dão_Município;Cursos Tecnológicos e Profissionais;21.0;37.8
2019.0;Santa Comba Dão_Município;Total;12.0;37.8
2019.0;Santa Cruz_Município;Cursos gerais;9.1;
2019.0;Santa Cruz_Município;Cursos Tecnológicos e Profissionais;5.9;
2019.0;Santa Cruz_Município;Total;7.5;
2019.0;Santa Cruz da Graciosa_Município;Cursos gerais;21.1;
2019.0;Santa Cruz da Graciosa_Município;Cursos Tecnológicos e Profissionais;;
2019.0;Santa Cruz da Graciosa_Município;Total;21.1;
2019.0;Santa Cruz das Flores_Município;Cursos gerais;9.7;
2019.0;Santa Cruz das Flores_Município;Cursos Tecnológicos e Profissionais;;
2019.0;Santa Cruz das Flores_Município;Total;9.7;
2019.0;Santa Maria da Feira_Município;Cursos gerais;9.4;420.6
2019.0;Santa Maria da Feira_Município;Cursos Tecnológicos e Profissionais;7.7;420.6
2019.0;Santa Maria da Feira_Município;Total;8.8;420.6
2019.0;Santa Marta de Penaguião_Município;Cursos gerais;;36.8
2019.0;Santa Marta de Penaguião_Município;Cursos Tecnológicos e Profissionais;;36.8
2019.0;Santa Marta de Penaguião_Município;Total;;36.8
2019.0;Santana_Município;Cursos gerais;16.9;
2019.0;Santana_Município;Cursos Tecnológicos e Profissionais;17.9;
2019.0;Santana_Município;Total;17.2;
2019.0;Santarém_Município;Cursos gerais;14.7;121.5
2019.0;Santarém_Município;Cursos Tecnológicos e Profissionais;5.1;121.5
2019.0;Santarém_Município;Total;10.5;121.5
2019.0;Santiago do Cacém_Município;Cursos gerais;15.8;60.1
2019.0;Santiago do Cacém_Município;Cursos Tecnológicos e Profissionais;5.2;60.1
2019.0;Santiago do Cacém_Município;Total;14.1;60.1
2019.0;Santo Tirso_Município;Cursos gerais;9.0;226.4
2019.0;Santo Tirso_Município;Cursos Tecnológicos e Profissionais;6.4;226.4
2019.0;Santo Tirso_Município;Total;7.6;226.4
2019.0;São Brás de Alportel_Município;Cursos gerais;14.0;17.7
2019.0;São Brás de Alportel_Município;Cursos Tecnológicos e Profissionais;14.3;17.7
2019.0;São Brás de Alportel_Município;Total;14.1;17.7
2019.0;São João da Madeira_Município;Cursos gerais;8.7;62.1
2019.0;São João da Madeira_Município;Cursos Tecnológicos e Profissionais;9.5;62.1
2019.0;São João da Madeira_Município;Total;9.0;62.1
2019.0;São João da Pesqueira_Município;Cursos gerais;15.1;33.6
2019.0;São João da Pesqueira_Município;Cursos Tecnológicos e Profissionais;15.4;33.6
2019.0;São João da Pesqueira_Município;Total;15.2;33.6
2019.0;São Pedro do Sul_Município;Cursos gerais;9.3;98.8
2019.0;São Pedro do Sul_Município;Cursos Tecnológicos e Profissionais;7.6;98.8
2019.0;São Pedro do Sul_Município;Total;8.4;98.8
2019.0;São Roque do Pico_Município;Cursos gerais;27.3;
2019.0;São Roque do Pico_Município;Cursos Tecnológicos e Profissionais;;
2019.0;São Roque do Pico_Município;Total;27.3;
2019.0;São Vicente_Município;Cursos gerais;7.0;
2019.0;São Vicente_Município;Cursos Tecnológicos e Profissionais;5.4;
2019.0;São Vicente_Município;Total;6.5;
2019.0;Sardoal_Município;Cursos gerais;14.5;18.8
2019.0;Sardoal_Município;Cursos Tecnológicos e Profissionais;0.0;18.8
2019.0;Sardoal_Município;Total;11.2;18.8
2019.0;Sátão_Município;Cursos gerais;9.9;49.6
2019.0;Sátão_Município;Cursos Tecnológicos e Profissionais;4.9;49.6
2019.0;Sátão_Município;Total;8.2;49.6
2019.0;Seia_Município;Cursos gerais;12.1;105.1
2019.0;Seia_Município;Cursos Tecnológicos e Profissionais;10.3;105.1
2019.0;Seia_Município;Total;11.1;105.1
2019.0;Seixal_Município;Cursos gerais;18.3;419.7
2019.0;Seixal_Município;Cursos Tecnológicos e Profissionais;13.4;419.7
2019.0;Seixal_Município;Total;17.0;419.7
2019.0;Sernancelhe_Município;Cursos gerais;;30.1
2019.0;Sernancelhe_Município;Cursos Tecnológicos e Profissionais;7.6;30.1
2019.0;Sernancelhe_Município;Total;7.6;30.1
2019.0;Serpa_Município;Cursos gerais;18.1;91.2
2019.0;Serpa_Município;Cursos Tecnológicos e Profissionais;7.6;91.2
2019.0;Serpa_Município;Total;12.6;91.2
2019.0;Sertã_Município;Cursos gerais;15.1;61.0
2019.0;Sertã_Município;Cursos Tecnológicos e Profissionais;10.3;61.0
2019.0;Sertã_Município;Total;13.0;61.0
2019.0;Sesimbra_Município;Cursos gerais;18.3;96.1
2019.0;Sesimbra_Município;Cursos Tecnológicos e Profissionais;12.1;96.1
2019.0;Sesimbra_Município;Total;16.7;96.1
2019.0;Setúbal_Município;Cursos gerais;13.9;365.3
2019.0;Setúbal_Município;Cursos Tecnológicos e Profissionais;9.4;365.3
2019.0;Setúbal_Município;Total;12.4;365.3
2019.0;Sever do Vouga_Município;Cursos gerais;7.5;24.1
2019.0;Sever do Vouga_Município;Cursos Tecnológicos e Profissionais;11.5;24.1
2019.0;Sever do Vouga_Município;Total;10.0;24.1
2019.0;Silves_Município;Cursos gerais;17.8;93.5
2019.0;Silves_Município;Cursos Tecnológicos e Profissionais;14.2;93.5
2019.0;Silves_Município;Total;16.4;93.5
2019.0;Sines_Município;Cursos gerais;25.0;63.9
2019.0;Sines_Município;Cursos Tecnológicos e Profissionais;7.6;63.9
2019.0;Sines_Município;Total;13.8;63.9
2019.0;Sintra_Município;Cursos gerais;21.9;654.0
2019.0;Sintra_Município;Cursos Tecnológicos e Profissionais;13.8;654.0
2019.0;Sintra_Município;Total;19.7;654.0
2019.0;Sobral de Monte Agraço_Município;Cursos gerais;13.2;16.8
2019.0;Sobral de Monte Agraço_Município;Cursos Tecnológicos e Profissionais;14.5;16.8
2019.0;Sobral de Monte Agraço_Município;Total;13.5;16.8
2019.0;Soure_Município;Cursos gerais;8.3;47.5
2019.0;Soure_Município;Cursos Tecnológicos e Profissionais;0.0;47.5
2019.0;Soure_Município;Total;6.2;47.5
2019.0;Sousel_Município;Cursos gerais;;23.3
2019.0;Sousel_Município;Cursos Tecnológicos e Profissionais;14.4;23.3
2019.0;Sousel_Município;Total;14.4;23.3
2019.0;Tábua_Município;Cursos gerais;14.0;46.3
2019.0;Tábua_Município;Cursos Tecnológicos e Profissionais;9.5;46.3
2019.0;Tábua_Município;Total;11.9;46.3
2019.0;Tabuaço_Município;Cursos gerais;11.8;43.6
2019.0;Tabuaço_Município;Cursos Tecnológicos e Profissionais;15.6;43.6
2019.0;Tabuaço_Município;Total;13.0;43.6
2019.0;Tarouca_Município;Cursos gerais;9.8;49.5
2019.0;Tarouca_Município;Cursos Tecnológicos e Profissionais;18.7;49.5
2019.0;Tarouca_Município;Total;11.6;49.5
2019.0;Tavira_Município;Cursos gerais;19.3;39.6
2019.0;Tavira_Município;Cursos Tecnológicos e Profissionais;13.7;39.6
2019.0;Tavira_Município;Total;17.6;39.6
2019.0;Terras de Bouro_Município;Cursos gerais;6.8;30.2
2019.0;Terras de Bouro_Município;Cursos Tecnológicos e Profissionais;10.5;30.2
2019.0;Terras de Bouro_Município;Total;7.6;30.2
2019.0;Tomar_Município;Cursos gerais;15.9;111.1
2019.0;Tomar_Município;Cursos Tecnológicos e Profissionais;9.9;111.1
2019.0;Tomar_Município;Total;13.9;111.1
2019.0;Tondela_Município;Cursos gerais;14.6;60.7
2019.0;Tondela_Município;Cursos Tecnológicos e Profissionais;5.3;60.7
2019.0;Tondela_Município;Total;9.8;60.7
2019.0;Torre de Moncorvo_Município;Cursos gerais;17.9;41.3
2019.0;Torre de Moncorvo_Município;Cursos Tecnológicos e Profissionais;14.3;41.3
2019.0;Torre de Moncorvo_Município;Total;16.7;41.3
2019.0;Torres Novas_Município;Cursos gerais;11.9;94.9
2019.0;Torres Novas_Município;Cursos Tecnológicos e Profissionais;8.8;94.9
2019.0;Torres Novas_Município;Total;10.9;94.9
2019.0;Torres Vedras_Município;Cursos gerais;13.9;195.6
2019.0;Torres Vedras_Município;Cursos Tecnológicos e Profissionais;10.3;195.6
2019.0;Torres Vedras_Município;Total;12.3;195.6
2019.0;Trancoso_Município;Cursos gerais;5.3;28.0
2019.0;Trancoso_Município;Cursos Tecnológicos e Profissionais;5.0;28.0
2019.0;Trancoso_Município;Total;5.1;28.0
2019.0;Trofa_Município;Cursos gerais;7.4;101.8
2019.0;Trofa_Município;Cursos Tecnológicos e Profissionais;5.0;101.8
2019.0;Trofa_Município;Total;7.0;101.8
2019.0;Vagos_Município;Cursos gerais;11.4;54.7
2019.0;Vagos_Município;Cursos Tecnológicos e Profissionais;13.2;54.7
2019.0;Vagos_Município;Total;12.1;54.7
2019.0;Vale de Cambra_Município;Cursos gerais;6.9;36.0
2019.0;Vale de Cambra_Município;Cursos Tecnológicos e Profissionais;2.5;36.0
2019.0;Vale de Cambra_Município;Total;5.2;36.0
2019.0;Valença_Município;Cursos gerais;19.7;40.3
2019.0;Valença_Município;Cursos Tecnológicos e Profissionais;2.4;40.3
2019.0;Valença_Município;Total;14.0;40.3
2019.0;Valongo_Município;Cursos gerais;16.8;350.3
2019.0;Valongo_Município;Cursos Tecnológicos e Profissionais;10.7;350.3
2019.0;Valongo_Município;Total;15.0;350.3
2019.0;Valpaços_Município;Cursos gerais;18.6;54.7
2019.0;Valpaços_Município;Cursos Tecnológicos e Profissionais;6.7;54.7
2019.0;Valpaços_Município;Total;15.4;54.7
2019.0;Velas_Município;Cursos gerais;24.2;
2019.0;Velas_Município;Cursos Tecnológicos e Profissionais;10.1;
2019.0;Velas_Município;Total;16.5;
2019.0;Vendas Novas_Município;Cursos gerais;8.0;37.5
2019.0;Vendas Novas_Município;Cursos Tecnológicos e Profissionais;0.0;37.5
2019.0;Vendas Novas_Município;Total;6.3;37.5
2019.0;Viana do Alentejo_Município;Cursos gerais;15.8;21.5
2019.0;Viana do Alentejo_Município;Cursos Tecnológicos e Profissionais;14.3;21.5
2019.0;Viana do Alentejo_Município;Total;15.7;21.5
2019.0;Viana do Castelo_Município;Cursos gerais;10.4;189.3
2019.0;Viana do Castelo_Município;Cursos Tecnológicos e Profissionais;7.6;189.3
2019.0;Viana do Castelo_Município;Total;9.4;189.3
2019.0;Vidigueira_Município;Cursos gerais;;36.0
2019.0;Vidigueira_Município;Cursos Tecnológicos e Profissionais;10.5;36.0
2019.0;Vidigueira_Município;Total;10.5;36.0
2019.0;Vieira do Minho_Município;Cursos gerais;14.6;55.5
2019.0;Vieira do Minho_Município;Cursos Tecnológicos e Profissionais;22.6;55.5
2019.0;Vieira do Minho_Município;Total;16.8;55.5
2019.0;Vila da Praia da Vitória_Município;Cursos gerais;13.1;
2019.0;Vila da Praia da Vitória_Município;Cursos Tecnológicos e Profissionais;6.9;
2019.0;Vila da Praia da Vitória_Município;Total;10.6;
2019.0;Vila de Rei_Município;Cursos gerais;16.3;5.3
2019.0;Vila de Rei_Município;Cursos Tecnológicos e Profissionais;;5.3
2019.0;Vila de Rei_Município;Total;16.3;5.3
2019.0;Vila do Bispo_Município;Cursos gerais;;11.6
2019.0;Vila do Bispo_Município;Cursos Tecnológicos e Profissionais;;11.6
2019.0;Vila do Bispo_Município;Total;;11.6
2019.0;Vila do Conde_Município;Cursos gerais;17.7;256.1
2019.0;Vila do Conde_Município;Cursos Tecnológicos e Profissionais;9.7;256.1
2019.0;Vila do Conde_Município;Total;14.3;256.1
2019.0;Vila do Porto_Município;Cursos gerais;16.7;
2019.0;Vila do Porto_Município;Cursos Tecnológicos e Profissionais;10.0;
2019.0;Vila do Porto_Município;Total;14.6;
2019.0;Vila Flor_Município;Cursos gerais;25.3;25.8
2019.0;Vila Flor_Município;Cursos Tecnológicos e Profissionais;0.0;25.8
2019.0;Vila Flor_Município;Total;19.4;25.8
2019.0;Vila Franca de Xira_Município;Cursos gerais;18.4;305.1
2019.0;Vila Franca de Xira_Município;Cursos Tecnológicos e Profissionais;15.2;305.1
2019.0;Vila Franca de Xira_Município;Total;17.2;305.1
2019.0;Vila Franca do Campo_Município;Cursos gerais;23.5;
2019.0;Vila Franca do Campo_Município;Cursos Tecnológicos e Profissionais;13.7;
2019.0;Vila Franca do Campo_Município;Total;19.3;
2019.0;Vila Nova da Barquinha_Município;Cursos gerais;14.6;25.1
2019.0;Vila Nova da Barquinha_Município;Cursos Tecnológicos e Profissionais;5.2;25.1
2019.0;Vila Nova da Barquinha_Município;Total;10.7;25.1
2019.0;Vila Nova de Cerveira_Município;Cursos gerais;10.8;17.7
2019.0;Vila Nova de Cerveira_Município;Cursos Tecnológicos e Profissionais;9.6;17.7
2019.0;Vila Nova de Cerveira_Município;Total;10.5;17.7
2019.0;Vila Nova de Famalicão_Município;Cursos gerais;8.1;433.8
2019.0;Vila Nova de Famalicão_Município;Cursos Tecnológicos e Profissionais;7.0;433.8
2019.0;Vila Nova de Famalicão_Município;Total;7.5;433.8
2019.0;Vila Nova de Foz Côa_Município;Cursos gerais;12.3;21.3
2019.0;Vila Nova de Foz Côa_Município;Cursos Tecnológicos e Profissionais;0.0;21.3
2019.0;Vila Nova de Foz Côa_Município;Total;11.0;21.3
2019.0;Vila Nova de Gaia_Município;Cursos gerais;16.2;1149.0
2019.0;Vila Nova de Gaia_Município;Cursos Tecnológicos e Profissionais;5.9;1149.0
2019.0;Vila Nova de Gaia_Município;Total;10.8;1149.0
2019.0;Vila Nova de Paiva_Município;Cursos gerais;11.4;28.9
2019.0;Vila Nova de Paiva_Município;Cursos Tecnológicos e Profissionais;8.5;28.9
2019.0;Vila Nova de Paiva_Município;Total;10.3;28.9
2019.0;Vila Nova de Poiares_Município;Cursos gerais;22.6;25.8
2019.0;Vila Nova de Poiares_Município;Cursos Tecnológicos e Profissionais;9.7;25.8
2019.0;Vila Nova de Poiares_Município;Total;17.4;25.8
2019.0;Vila Pouca de Aguiar_Município;Cursos gerais;13.4;47.8
2019.0;Vila Pouca de Aguiar_Município;Cursos Tecnológicos e Profissionais;9.5;47.8
2019.0;Vila Pouca de Aguiar_Município;Total;12.2;47.8
2019.0;Vila Real_Município;Cursos gerais;12.8;246.8
2019.0;Vila Real_Município;Cursos Tecnológicos e Profissionais;8.9;246.8
2019.0;Vila Real_Município;Total;12.0;246.8
2019.0;Vila Real de Santo António_Município;Cursos gerais;18.3;48.1
2019.0;Vila Real de Santo António_Município;Cursos Tecnológicos e Profissionais;9.2;48.1
2019.0;Vila Real de Santo António_Município;Total;15.7;48.1
2019.0;Vila Velha de Ródão_Município;Cursos gerais;;12.1
2019.0;Vila Velha de Ródão_Município;Cursos Tecnológicos e Profissionais;;12.1
2019.0;Vila Velha de Ródão_Município;Total;;12.1
2019.0;Vila Verde_Município;Cursos gerais;13.7;152.9
2019.0;Vila Verde_Município;Cursos Tecnológicos e Profissionais;5.8;152.9
2019.0;Vila Verde_Município;Total;9.0;152.9
2019.0;Vila Viçosa_Município;Cursos gerais;8.3;39.4
2019.0;Vila Viçosa_Município;Cursos Tecnológicos e Profissionais;4.3;39.4
2019.0;Vila Viçosa_Município;Total;7.5;39.4
2019.0;Vimioso_Município;Cursos gerais;;15.8
2019.0;Vimioso_Município;Cursos Tecnológicos e Profissionais;;15.8
2019.0;Vimioso_Município;Total;;15.8
2019.0;Vinhais_Município;Cursos gerais;25.9;33.2
2019.0;Vinhais_Município;Cursos Tecnológicos e Profissionais;8.6;33.2
2019.0;Vinhais_Município;Total;20.8;33.2
2019.0;Viseu_Município;Cursos gerais;11.1;424.1
2019.0;Viseu_Município;Cursos Tecnológicos e Profissionais;10.8;424.1
2019.0;Viseu_Município;Total;11.0;424.1
2019.0;Vizela_Município;Cursos gerais;9.4;72.2
2019.0;Vizela_Município;Cursos Tecnológicos e Profissionais;9.3;72.2
2019.0;Vizela_Município;Total;9.3;72.2
2019.0;Vouzela_Município;Cursos gerais;7.7;45.9
2019.0;Vouzela_Município;Cursos Tecnológicos e Profissionais;3.2;45.9
2019.0;Vouzela_Município;Total;4.5;45.9
2020.0;Abrantes_Município;Cursos gerais;7.6;180.3
2020.0;Abrantes_Município;Cursos Tecnológicos e Profissionais;14.2;180.3
2020.0;Abrantes_Município;Total;9.6;180.3
2020.0;Águeda_Município;Cursos gerais;8.8;157.1
2020.0;Águeda_Município;Cursos Tecnológicos e Profissionais;5.1;157.1
2020.0;Águeda_Município;Total;7.3;157.1
2020.0;Aguiar da Beira_Município;Cursos gerais;1.7;14.6
2020.0;Aguiar da Beira_Município;Cursos Tecnológicos e Profissionais;22.2;14.6
2020.0;Aguiar da Beira_Município;Total;5.4;14.6
2020.0;Alandroal_Município;Cursos gerais;;22.1
2020.0;Alandroal_Município;Cursos Tecnológicos e Profissionais;;22.1
2020.0;Alandroal_Município;Total;;22.1
2020.0;Albergaria-a-Velha_Município;Cursos gerais;9.7;89.4
2020.0;Albergaria-a-Velha_Município;Cursos Tecnológicos e Profissionais;7.4;89.4
2020.0;Albergaria-a-Velha_Município;Total;8.3;89.4
2020.0;Albufeira_Município;Cursos gerais;15.0;514.8
2020.0;Albufeira_Município;Cursos Tecnológicos e Profissionais;17.6;514.8
2020.0;Albufeira_Município;Total;16.0;514.8
2020.0;Alcácer do Sal_Município;Cursos gerais;5.0;41.3
2020.0;Alcácer do Sal_Município;Cursos Tecnológicos e Profissionais;14.8;41.3
2020.0;Alcácer do Sal_Município;Total;6.1;41.3
2020.0;Alcanena_Município;Cursos gerais;6.1;35.8
2020.0;Alcanena_Município;Cursos Tecnológicos e Profissionais;2.4;35.8
2020.0;Alcanena_Município;Total;5.1;35.8
2020.0;Alcobaça_Município;Cursos gerais;7.8;190.2
2020.0;Alcobaça_Município;Cursos Tecnológicos e Profissionais;11.5;190.2
2020.0;Alcobaça_Município;Total;9.3;190.2
2020.0;Alcochete_Município;Cursos gerais;6.7;54.3
2020.0;Alcochete_Município;Cursos Tecnológicos e Profissionais;7.5;54.3
2020.0;Alcochete_Município;Total;6.9;54.3
2020.0;Alcoutim_Município;Cursos gerais;;4.8
2020.0;Alcoutim_Município;Cursos Tecnológicos e Profissionais;;4.8
2020.0;Alcoutim_Município;Total;;4.8
2020.0;Alenquer_Município;Cursos gerais;11.3;167.1
2020.0;Alenquer_Município;Cursos Tecnológicos e Profissionais;10.2;167.1
2020.0;Alenquer_Município;Total;11.0;167.1
2020.0;Alfândega da Fé_Município;Cursos gerais;8.1;22.3
2020.0;Alfândega da Fé_Município;Cursos Tecnológicos e Profissionais;0.0;22.3
2020.0;Alfândega da Fé_Município;Total;7.0;22.3
2020.0;Alijó_Município;Cursos gerais;9.9;51.4
2020.0;Alijó_Município;Cursos Tecnológicos e Profissionais;12.0;51.4
2020.0;Alijó_Município;Total;10.5;51.4
2020.0;Aljezur_Município;Cursos gerais;0.0;19.5
2020.0;Aljezur_Município;Cursos Tecnológicos e Profissionais;;19.5
2020.0;Aljezur_Município;Total;0.0;19.5
2020.0;Aljustrel_Município;Cursos gerais;9.9;45.3
2020.0;Aljustrel_Município;Cursos Tecnológicos e Profissionais;3.2;45.3
2020.0;Aljustrel_Município;Total;7.5;45.3
2020.0;Almada_Município;Cursos gerais;13.2;573.3
2020.0;Almada_Município;Cursos Tecnológicos e Profissionais;9.7;573.3
2020.0;Almada_Município;Total;12.0;573.3
2020.0;Almeida_Município;Cursos gerais;0.0;14.9
2020.0;Almeida_Município;Cursos Tecnológicos e Profissionais;8.3;14.9
2020.0;Almeida_Município;Total;3.1;14.9
2020.0;Almeirim_Município;Cursos gerais;7.0;66.9
2020.0;Almeirim_Município;Cursos Tecnológicos e Profissionais;6.0;66.9
2020.0;Almeirim_Município;Total;6.6;66.9
2020.0;Almodôvar_Município;Cursos gerais;3.3;29.8
2020.0;Almodôvar_Município;Cursos Tecnológicos e Profissionais;0.0;29.8
2020.0;Almodôvar_Município;Total;2.3;29.8
2020.0;Alpiarça_Município;Cursos gerais;3.3;23.9
2020.0;Alpiarça_Município;Cursos Tecnológicos e Profissionais;11.8;23.9
2020.0;Alpiarça_Município;Total;6.9;23.9
2020.0;Alter do Chão_Município;Cursos gerais;10.9;19.8
2020.0;Alter do Chão_Município;Cursos Tecnológicos e Profissionais;6.2;19.8
2020.0;Alter do Chão_Município;Total;7.6;19.8
2020.0;Alvaiázere_Município;Cursos gerais;3.7;23.3
2020.0;Alvaiázere_Município;Cursos Tecnológicos e Profissionais;9.8;23.3
