Ano;Território;Modalidade de ensino;Taxa de retenção e desistência no ensino secunário, em todos os anos de escolaridade;Desemprego registado nos centros de emprego (para menores de 25 anos)
2010.0;Coruche_Município;Cursos gerais;17.9;119.3
2010.0;Coruche_Município;Cursos Tecnológicos e Profissionais;9.1;119.3
2010.0;Coruche_Município;Total;14.3;119.3
2010.0;Corvo_Município;Cursos gerais;;
2010.0;Corvo_Município;Cursos Tecnológicos e Profissionais;;
2010.0;Corvo_Município;Total;;
2010.0;Covilhã_Município;Cursos gerais;22.3;414.5
2010.0;Covilhã_Município;Cursos Tecnológicos e Profissionais;20.0;414.5
2010.0;Covilhã_Município;Total;21.4;414.5
2010.0;Crato_Município;Cursos gerais;;23.2
2010.0;Crato_Município;Cursos Tecnológicos e Profissionais;11.9;23.2
2010.0;Crato_Município;Total;11.9;23.2
2010.0;Cuba_Município;Cursos gerais;;33.4
2010.0;Cuba_Município;Cursos Tecnológicos e Profissionais;12.2;33.4
2010.0;Cuba_Município;Total;12.2;33.4
2010.0;Elvas_Município;Cursos gerais;18.4;287.9
2010.0;Elvas_Município;Cursos Tecnológicos e Profissionais;17.6;287.9
2010.0;Elvas_Município;Total;18.1;287.9
2010.0;Entroncamento_Município;Cursos gerais;13.1;99.7
2010.0;Entroncamento_Município;Cursos Tecnológicos e Profissionais;25.5;99.7
2010.0;Entroncamento_Município;Total;18.9;99.7
2010.0;Espinho_Município;Cursos gerais;16.5;421.3
2010.0;Espinho_Município;Cursos Tecnológicos e Profissionais;13.4;421.3
2010.0;Espinho_Município;Total;15.2;421.3
2010.0;Esposende_Município;Cursos gerais;18.2;170.8
2010.0;Esposende_Município;Cursos Tecnológicos e Profissionais;12.2;170.8
2010.0;Esposende_Município;Total;16.1;170.8
2010.0;Estarreja_Município;Cursos gerais;14.8;191.3
2010.0;Estarreja_Município;Cursos Tecnológicos e Profissionais;16.2;191.3
2010.0;Estarreja_Município;Total;15.5;191.3
2010.0;Estremoz_Município;Cursos gerais;26.6;119.6
2010.0;Estremoz_Município;Cursos Tecnológicos e Profissionais;18.5;119.6
2010.0;Estremoz_Município;Total;23.4;119.6
2010.0;Évora_Município;Cursos gerais;21.4;409.8
2010.0;Évora_Município;Cursos Tecnológicos e Profissionais;13.4;409.8
2010.0;Évora_Município;Total;18.1;409.8
2010.0;Fafe_Município;Cursos gerais;13.2;512.3
2010.0;Fafe_Município;Cursos Tecnológicos e Profissionais;5.4;512.3
2010.0;Fafe_Município;Total;11.2;512.3
2010.0;Faro_Município;Cursos gerais;23.0;401.8
2010.0;Faro_Município;Cursos Tecnológicos e Profissionais;18.3;401.8
2010.0;Faro_Município;Total;20.9;401.8
2010.0;Felgueiras_Município;Cursos gerais;18.7;500.7
2010.0;Felgueiras_Município;Cursos Tecnológicos e Profissionais;10.1;500.7
2010.0;Felgueiras_Município;Total;15.1;500.7
2010.0;Ferreira do Alentejo_Município;Cursos gerais;16.0;57.3
2010.0;Ferreira do Alentejo_Município;Cursos Tecnológicos e Profissionais;19.7;57.3
2010.0;Ferreira do Alentejo_Município;Total;18.7;57.3
2010.0;Ferreira do Zêzere_Município;Cursos gerais;24.2;39.5
2010.0;Ferreira do Zêzere_Município;Cursos Tecnológicos e Profissionais;12.5;39.5
2010.0;Ferreira do Zêzere_Município;Total;21.0;39.5
2010.0;Figueira da Foz_Município;Cursos gerais;18.0;432.6
2010.0;Figueira da Foz_Município;Cursos Tecnológicos e Profissionais;18.3;432.6
2010.0;Figueira da Foz_Município;Total;18.1;432.6
2010.0;Figueira de Castelo Rodrigo_Município;Cursos gerais;32.9;32.2
2010.0;Figueira de Castelo Rodrigo_Município;Cursos Tecnológicos e Profissionais;18.8;32.2
2010.0;Figueira de Castelo Rodrigo_Município;Total;26.1;32.2
2010.0;Figueiró dos Vinhos_Município;Cursos gerais;23.5;60.7
2010.0;Figueiró dos Vinhos_Município;Cursos Tecnológicos e Profissionais;10.2;60.7
2010.0;Figueiró dos Vinhos_Município;Total;20.1;60.7
2010.0;Fornos de Algodres_Município;Cursos gerais;18.3;38.3
2010.0;Fornos de Algodres_Município;Cursos Tecnológicos e Profissionais;15.3;38.3
2010.0;Fornos de Algodres_Município;Total;16.9;38.3
2010.0;Freixo de Espada à Cinta_Município;Cursos gerais;;40.3
2010.0;Freixo de Espada à Cinta_Município;Cursos Tecnológicos e Profissionais;;40.3
2010.0;Freixo de Espada à Cinta_Município;Total;;40.3
2010.0;Fronteira_Município;Cursos gerais;;25.3
2010.0;Fronteira_Município;Cursos Tecnológicos e Profissionais;0.0;25.3
2010.0;Fronteira_Município;Total;0.0;25.3
2010.0;Funchal_Município;Cursos gerais;24.2;
2010.0;Funchal_Município;Cursos Tecnológicos e Profissionais;22.1;
2010.0;Funchal_Município;Total;23.4;
2010.0;Fundão_Município;Cursos gerais;12.6;184.7
2010.0;Fundão_Município;Cursos Tecnológicos e Profissionais;8.3;184.7
2010.0;Fundão_Município;Total;10.5;184.7
2010.0;Gavião_Município;Cursos gerais;;31.3
2010.0;Gavião_Município;Cursos Tecnológicos e Profissionais;;31.3
2010.0;Gavião_Município;Total;;31.3
2010.0;Góis_Município;Cursos gerais;;20.4
2010.0;Góis_Município;Cursos Tecnológicos e Profissionais;;20.4
2010.0;Góis_Município;Total;;20.4
2010.0;Golegã_Município;Cursos gerais;30.6;27.2
2010.0;Golegã_Município;Cursos Tecnológicos e Profissionais;36.7;27.2
2010.0;Golegã_Município;Total;33.3;27.2
2010.0;Gondomar_Município;Cursos gerais;17.8;1470.3
2010.0;Gondomar_Município;Cursos Tecnológicos e Profissionais;17.0;1470.3
2010.0;Gondomar_Município;Total;17.5;1470.3
2010.0;Gouveia_Município;Cursos gerais;28.4;109.4
2010.0;Gouveia_Município;Cursos Tecnológicos e Profissionais;8.5;109.4
2010.0;Gouveia_Município;Total;17.5;109.4
2010.0;Grândola_Município;Cursos gerais;16.1;52.8
2010.0;Grândola_Município;Cursos Tecnológicos e Profissionais;11.7;52.8
2010.0;Grândola_Município;Total;13.9;52.8
2010.0;Guarda_Município;Cursos gerais;19.3;235.6
2010.0;Guarda_Município;Cursos Tecnológicos e Profissionais;12.5;235.6
2010.0;Guarda_Município;Total;16.7;235.6
2010.0;Guimarães_Município;Cursos gerais;19.8;1331.8
2010.0;Guimarães_Município;Cursos Tecnológicos e Profissionais;11.6;1331.8
2010.0;Guimarães_Município;Total;16.8;1331.8
2010.0;Horta_Município;Cursos gerais;24.5;
2010.0;Horta_Município;Cursos Tecnológicos e Profissionais;6.1;
2010.0;Horta_Município;Total;18.6;
2010.0;Idanha-a-Nova_Município;Cursos gerais;25.6;32.2
2010.0;Idanha-a-Nova_Município;Cursos Tecnológicos e Profissionais;14.0;32.2
2010.0;Idanha-a-Nova_Município;Total;18.1;32.2
2010.0;Ílhavo_Município;Cursos gerais;22.2;308.0
2010.0;Ílhavo_Município;Cursos Tecnológicos e Profissionais;19.8;308.0
2010.0;Ílhavo_Município;Total;21.2;308.0
2010.0;Lagoa_Município;Cursos gerais;20.7;169.8
2010.0;Lagoa_Município;Cursos Tecnológicos e Profissionais;30.3;169.8
2010.0;Lagoa_Município;Total;25.5;169.8
2010.0;Lagoa [R.A.A.]_Município;Cursos gerais;36.5;
2010.0;Lagoa [R.A.A.]_Município;Cursos Tecnológicos e Profissionais;45.1;
2010.0;Lagoa [R.A.A.]_Município;Total;39.9;
2010.0;Lagos_Município;Cursos gerais;25.2;257.4
2010.0;Lagos_Município;Cursos Tecnológicos e Profissionais;20.9;257.4
2010.0;Lagos_Município;Total;23.3;257.4
2010.0;Lajes das Flores_Município;Cursos gerais;;
2010.0;Lajes das Flores_Município;Cursos Tecnológicos e Profissionais;;
2010.0;Lajes das Flores_Município;Total;;
2010.0;Lajes do Pico_Município;Cursos gerais;22.1;
2010.0;Lajes do Pico_Município;Cursos Tecnológicos e Profissionais;50.0;
2010.0;Lajes do Pico_Município;Total;24.5;
2010.0;Lamego_Município;Cursos gerais;16.1;233.2
2010.0;Lamego_Município;Cursos Tecnológicos e Profissionais;7.5;233.2
2010.0;Lamego_Município;Total;13.1;233.2
2010.0;Leiria_Município;Cursos gerais;20.1;573.1
2010.0;Leiria_Município;Cursos Tecnológicos e Profissionais;17.6;573.1
2010.0;Leiria_Município;Total;19.2;573.1
2010.0;Lisboa_Município;Cursos gerais;21.0;2390.3
2010.0;Lisboa_Município;Cursos Tecnológicos e Profissionais;15.3;2390.3
2010.0;Lisboa_Município;Total;18.7;2390.3
2010.0;Loulé_Município;Cursos gerais;22.7;425.4
2010.0;Loulé_Município;Cursos Tecnológicos e Profissionais;22.4;425.4
2010.0;Loulé_Município;Total;22.6;425.4
2010.0;Loures_Município;Cursos gerais;28.4;930.7
2010.0;Loures_Município;Cursos Tecnológicos e Profissionais;25.8;930.7
2010.0;Loures_Município;Total;27.8;930.7
2010.0;Lourinhã_Município;Cursos gerais;15.3;162.5
2010.0;Lourinhã_Município;Cursos Tecnológicos e Profissionais;20.2;162.5
2010.0;Lourinhã_Município;Total;17.0;162.5
2010.0;Lousã_Município;Cursos gerais;17.3;110.1
2010.0;Lousã_Município;Cursos Tecnológicos e Profissionais;21.2;110.1
2010.0;Lousã_Município;Total;18.9;110.1
2010.0;Lousada_Município;Cursos gerais;25.2;386.3
2010.0;Lousada_Município;Cursos Tecnológicos e Profissionais;14.1;386.3
2010.0;Lousada_Município;Total;22.0;386.3
2010.0;Mação_Município;Cursos gerais;23.8;17.3
2010.0;Mação_Município;Cursos Tecnológicos e Profissionais;30.6;17.3
2010.0;Mação_Município;Total;26.3;17.3
2010.0;Macedo de Cavaleiros_Município;Cursos gerais;20.0;114.3
2010.0;Macedo de Cavaleiros_Município;Cursos Tecnológicos e Profissionais;13.1;114.3
2010.0;Macedo de Cavaleiros_Município;Total;17.9;114.3
2010.0;Machico_Município;Cursos gerais;24.9;
2010.0;Machico_Município;Cursos Tecnológicos e Profissionais;31.0;
2010.0;Machico_Município;Total;26.4;
2010.0;Madalena_Município;Cursos gerais;32.7;
2010.0;Madalena_Município;Cursos Tecnológicos e Profissionais;13.9;
2010.0;Madalena_Município;Total;22.6;
2010.0;Mafra_Município;Cursos gerais;18.4;302.2
2010.0;Mafra_Município;Cursos Tecnológicos e Profissionais;22.2;302.2
2010.0;Mafra_Município;Total;19.5;302.2
2010.0;Maia_Município;Cursos gerais;19.9;895.4
2010.0;Maia_Município;Cursos Tecnológicos e Profissionais;17.8;895.4
2010.0;Maia_Município;Total;19.2;895.4
2010.0;Mangualde_Município;Cursos gerais;24.7;154.6
2010.0;Mangualde_Município;Cursos Tecnológicos e Profissionais;15.5;154.6
2010.0;Mangualde_Município;Total;21.6;154.6
2010.0;Manteigas_Município;Cursos gerais;15.1;19.0
2010.0;Manteigas_Município;Cursos Tecnológicos e Profissionais;21.2;19.0
2010.0;Manteigas_Município;Total;18.0;19.0
2010.0;Marco de Canaveses_Município;Cursos gerais;19.0;579.5
2010.0;Marco de Canaveses_Município;Cursos Tecnológicos e Profissionais;10.3;579.5
2010.0;Marco de Canaveses_Município;Total;15.9;579.5
2010.0;Marinha Grande_Município;Cursos gerais;21.8;193.7
2010.0;Marinha Grande_Município;Cursos Tecnológicos e Profissionais;19.4;193.7
2010.0;Marinha Grande_Município;Total;20.8;193.7
2010.0;Marvão_Município;Cursos gerais;;17.3
2010.0;Marvão_Município;Cursos Tecnológicos e Profissionais;;17.3
2010.0;Marvão_Município;Total;;17.3
2010.0;Matosinhos_Município;Cursos gerais;25.4;819.8
2010.0;Matosinhos_Município;Cursos Tecnológicos e Profissionais;14.6;819.8
2010.0;Matosinhos_Município;Total;21.7;819.8
2010.0;Mealhada_Município;Cursos gerais;28.6;106.8
2010.0;Mealhada_Município;Cursos Tecnológicos e Profissionais;9.4;106.8
2010.0;Mealhada_Município;Total;18.1;106.8
2010.0;Mêda_Município;Cursos gerais;15.4;15.9
2010.0;Mêda_Município;Cursos Tecnológicos e Profissionais;18.2;15.9
2010.0;Mêda_Município;Total;16.3;15.9
2010.0;Melgaço_Município;Cursos gerais;25.0;29.3
2010.0;Melgaço_Município;Cursos Tecnológicos e Profissionais;10.3;29.3
2010.0;Melgaço_Município;Total;18.0;29.3
2010.0;Mértola_Município;Cursos gerais;20.6;43.7
2010.0;Mértola_Município;Cursos Tecnológicos e Profissionais;13.4;43.7
2010.0;Mértola_Município;Total;16.1;43.7
2010.0;Mesão Frio_Município;Cursos gerais;33.8;68.6
2010.0;Mesão Frio_Município;Cursos Tecnológicos e Profissionais;12.5;68.6
2010.0;Mesão Frio_Município;Total;21.3;68.6
2010.0;Mira_Município;Cursos gerais;11.3;65.2
2010.0;Mira_Município;Cursos Tecnológicos e Profissionais;12.6;65.2
2010.0;Mira_Município;Total;11.9;65.2
2010.0;Miranda do Corvo_Município;Cursos gerais;24.8;80.3
2010.0;Miranda do Corvo_Município;Cursos Tecnológicos e Profissionais;6.2;80.3
2010.0;Miranda do Corvo_Município;Total;22.9;80.3
2010.0;Miranda do Douro_Município;Cursos gerais;23.8;42.2
2010.0;Miranda do Douro_Município;Cursos Tecnológicos e Profissionais;16.7;42.2
2010.0;Miranda do Douro_Município;Total;22.0;42.2
2010.0;Mirandela_Município;Cursos gerais;23.8;207.4
2010.0;Mirandela_Município;Cursos Tecnológicos e Profissionais;15.3;207.4
2010.0;Mirandela_Município;Total;20.2;207.4
2010.0;Mogadouro_Município;Cursos gerais;35.2;49.2
2010.0;Mogadouro_Município;Cursos Tecnológicos e Profissionais;21.2;49.2
2010.0;Mogadouro_Município;Total;33.0;49.2
2010.0;Moimenta da Beira_Município;Cursos gerais;9.0;86.1
2010.0;Moimenta da Beira_Município;Cursos Tecnológicos e Profissionais;19.8;86.1
2010.0;Moimenta da Beira_Município;Total;13.5;86.1
2010.0;Moita_Município;Cursos gerais;29.7;503.9
2010.0;Moita_Município;Cursos Tecnológicos e Profissionais;14.6;503.9
2010.0;Moita_Município;Total;22.0;503.9
2010.0;Monção_Município;Cursos gerais;20.0;84.7
2010.0;Monção_Município;Cursos Tecnológicos e Profissionais;4.2;84.7
2010.0;Monção_Município;Total;12.3;84.7
2010.0;Monchique_Município;Cursos gerais;;23.0
2010.0;Monchique_Município;Cursos Tecnológicos e Profissionais;;23.0
2010.0;Monchique_Município;Total;;23.0
2010.0;Mondim de Basto_Município;Cursos gerais;17.3;72.6
2010.0;Mondim de Basto_Município;Cursos Tecnológicos e Profissionais;15.2;72.6
2010.0;Mondim de Basto_Município;Total;16.3;72.6
2010.0;Monforte_Município;Cursos gerais;;42.0
2010.0;Monforte_Município;Cursos Tecnológicos e Profissionais;;42.0
2010.0;Monforte_Município;Total;;42.0
2010.0;Montalegre_Município;Cursos gerais;23.8;50.4
2010.0;Montalegre_Município;Cursos Tecnológicos e Profissionais;13.7;50.4
2010.0;Montalegre_Município;Total;20.2;50.4
2010.0;Montemor-o-Novo_Município;Cursos gerais;22.2;83.3
2010.0;Montemor-o-Novo_Município;Cursos Tecnológicos e Profissionais;24.6;83.3
2010.0;Montemor-o-Novo_Município;Total;23.0;83.3
2010.0;Montemor-o-Velho_Município;Cursos gerais;27.1;146.0
2010.0;Montemor-o-Velho_Município;Cursos Tecnológicos e Profissionais;7.0;146.0
2010.0;Montemor-o-Velho_Município;Total;15.2;146.0
2010.0;Montijo_Município;Cursos gerais;25.5;282.3
2010.0;Montijo_Município;Cursos Tecnológicos e Profissionais;19.7;282.3
2010.0;Montijo_Município;Total;23.0;282.3
2010.0;Mora_Município;Cursos gerais;33.3;16.7
2010.0;Mora_Município;Cursos Tecnológicos e Profissionais;11.9;16.7
2010.0;Mora_Município;Total;24.5;16.7
2010.0;Mortágua_Município;Cursos gerais;17.8;27.8
2010.0;Mortágua_Município;Cursos Tecnológicos e Profissionais;10.2;27.8
2010.0;Mortágua_Município;Total;13.8;27.8
2010.0;Moura_Município;Cursos gerais;23.0;139.2
2010.0;Moura_Município;Cursos Tecnológicos e Profissionais;11.8;139.2
2010.0;Moura_Município;Total;17.8;139.2
2010.0;Mourão_Município;Cursos gerais;;24.9
2010.0;Mourão_Município;Cursos Tecnológicos e Profissionais;;24.9
2010.0;Mourão_Município;Total;;24.9
2010.0;Murça_Município;Cursos gerais;15.6;33.4
2010.0;Murça_Município;Cursos Tecnológicos e Profissionais;6.6;33.4
2010.0;Murça_Município;Total;10.9;33.4
2010.0;Murtosa_Município;Cursos gerais;8.0;62.8
2010.0;Murtosa_Município;Cursos Tecnológicos e Profissionais;20.0;62.8
2010.0;Murtosa_Município;Total;14.0;62.8
2010.0;Nazaré_Município;Cursos gerais;18.5;104.4
2010.0;Nazaré_Município;Cursos Tecnológicos e Profissionais;13.8;104.4
2010.0;Nazaré_Município;Total;16.6;104.4
2010.0;Nelas_Município;Cursos gerais;14.2;88.4
2010.0;Nelas_Município;Cursos Tecnológicos e Profissionais;18.5;88.4
2010.0;Nelas_Município;Total;15.7;88.4
2010.0;Nisa_Município;Cursos gerais;24.7;34.7
2010.0;Nisa_Município;Cursos Tecnológicos e Profissionais;27.7;34.7
2010.0;Nisa_Município;Total;26.8;34.7
2010.0;Nordeste_Município;Cursos gerais;39.7;
2010.0;Nordeste_Município;Cursos Tecnológicos e Profissionais;28.0;
2010.0;Nordeste_Município;Total;33.8;
2010.0;Óbidos_Município;Cursos gerais;12.7;68.8
2010.0;Óbidos_Município;Cursos Tecnológicos e Profissionais;13.0;68.8
2010.0;Óbidos_Município;Total;12.9;68.8
2010.0;Odemira_Município;Cursos gerais;25.9;164.4
2010.0;Odemira_Município;Cursos Tecnológicos e Profissionais;20.6;164.4
2010.0;Odemira_Município;Total;23.6;164.4
2010.0;Odivelas_Município;Cursos gerais;27.8;504.5
2010.0;Odivelas_Município;Cursos Tecnológicos e Profissionais;18.9;504.5
2010.0;Odivelas_Município;Total;25.5;504.5
2010.0;Oeiras_Município;Cursos gerais;20.5;502.5
2010.0;Oeiras_Município;Cursos Tecnológicos e Profissionais;22.6;502.5
2010.0;Oeiras_Município;Total;21.0;502.5
2010.0;Oleiros_Município;Cursos gerais;11.5;14.0
2010.0;Oleiros_Município;Cursos Tecnológicos e Profissionais;;14.0
2010.0;Oleiros_Município;Total;11.5;14.0
2010.0;Olhão_Município;Cursos gerais;21.6;354.9
2010.0;Olhão_Município;Cursos Tecnológicos e Profissionais;26.0;354.9
2010.0;Olhão_Município;Total;23.3;354.9
2010.0;Oliveira de Azeméis_Município;Cursos gerais;15.1;406.7
2010.0;Oliveira de Azeméis_Município;Cursos Tecnológicos e Profissionais;15.5;406.7
2010.0;Oliveira de Azeméis_Município;Total;15.3;406.7
2010.0;Oliveira de Frades_Município;Cursos gerais;15.4;38.3
2010.0;Oliveira de Frades_Município;Cursos Tecnológicos e Profissionais;18.4;38.3
2010.0;Oliveira de Frades_Município;Total;16.3;38.3
2010.0;Oliveira do Bairro_Município;Cursos gerais;15.9;122.2
2010.0;Oliveira do Bairro_Município;Cursos Tecnológicos e Profissionais;14.3;122.2
2010.0;Oliveira do Bairro_Município;Total;15.4;122.2
2010.0;Oliveira do Hospital_Município;Cursos gerais;25.0;125.8
2010.0;Oliveira do Hospital_Município;Cursos Tecnológicos e Profissionais;16.3;125.8
2010.0;Oliveira do Hospital_Município;Total;21.5;125.8
2010.0;Ourém_Município;Cursos gerais;19.8;225.3
2010.0;Ourém_Município;Cursos Tecnológicos e Profissionais;11.3;225.3
2010.0;Ourém_Município;Total;16.3;225.3
2010.0;Ourique_Município;Cursos gerais;21.5;37.7
2010.0;Ourique_Município;Cursos Tecnológicos e Profissionais;9.1;37.7
2010.0;Ourique_Município;Total;17.3;37.7
2010.0;Ovar_Município;Cursos gerais;17.3;415.1
2010.0;Ovar_Município;Cursos Tecnológicos e Profissionais;16.7;415.1
2010.0;Ovar_Município;Total;17.1;415.1
2010.0;Paços de Ferreira_Município;Cursos gerais;22.5;428.1
2010.0;Paços de Ferreira_Município;Cursos Tecnológicos e Profissionais;6.5;428.1
2010.0;Paços de Ferreira_Município;Total;17.4;428.1
2010.0;Palmela_Município;Cursos gerais;16.1;263.8
2010.0;Palmela_Município;Cursos Tecnológicos e Profissionais;14.7;263.8
2010.0;Palmela_Município;Total;15.8;263.8
2010.0;Pampilhosa da Serra_Município;Cursos gerais;;12.9
2010.0;Pampilhosa da Serra_Município;Cursos Tecnológicos e Profissionais;5.6;12.9
2010.0;Pampilhosa da Serra_Município;Total;5.6;12.9
2010.0;Paredes_Município;Cursos gerais;18.3;835.3
2010.0;Paredes_Município;Cursos Tecnológicos e Profissionais;13.6;835.3
2010.0;Paredes_Município;Total;17.0;835.3
2010.0;Paredes de Coura_Município;Cursos gerais;12.8;62.9
2010.0;Paredes de Coura_Município;Cursos Tecnológicos e Profissionais;9.9;62.9
2010.0;Paredes de Coura_Município;Total;10.9;62.9
2010.0;Pedrógão Grande_Município;Cursos gerais;;25.8
2010.0;Pedrógão Grande_Município;Cursos Tecnológicos e Profissionais;21.6;25.8
2010.0;Pedrógão Grande_Município;Total;21.6;25.8
2010.0;Penacova_Município;Cursos gerais;24.6;74.8
2010.0;Penacova_Município;Cursos Tecnológicos e Profissionais;11.2;74.8
2010.0;Penacova_Município;Total;16.8;74.8
2010.0;Penafiel_Município;Cursos gerais;21.0;668.6
2010.0;Penafiel_Município;Cursos Tecnológicos e Profissionais;7.2;668.6
2010.0;Penafiel_Município;Total;17.5;668.6
2010.0;Penalva do Castelo_Município;Cursos gerais;22.9;68.1
2010.0;Penalva do Castelo_Município;Cursos Tecnológicos e Profissionais;8.8;68.1
2010.0;Penalva do Castelo_Município;Total;16.5;68.1
2010.0;Penamacor_Município;Cursos gerais;30.9;23.4
2010.0;Penamacor_Município;Cursos Tecnológicos e Profissionais;7.7;23.4
2010.0;Penamacor_Município;Total;21.3;23.4
2010.0;Penedono_Município;Cursos gerais;;12.4
2010.0;Penedono_Município;Cursos Tecnológicos e Profissionais;;12.4
2010.0;Penedono_Município;Total;;12.4
2010.0;Penela_Município;Cursos gerais;;23.8
2010.0;Penela_Município;Cursos Tecnológicos e Profissionais;17.4;23.8
2010.0;Penela_Município;Total;17.4;23.8
2010.0;Peniche_Município;Cursos gerais;22.4;232.4
2010.0;Peniche_Município;Cursos Tecnológicos e Profissionais;19.6;232.4
2010.0;Peniche_Município;Total;21.6;232.4
2010.0;Peso da Régua_Município;Cursos gerais;22.6;193.4
2010.0;Peso da Régua_Município;Cursos Tecnológicos e Profissionais;18.4;193.4
2010.0;Peso da Régua_Município;Total;20.2;193.4
2010.0;Pinhel_Município;Cursos gerais;21.9;42.8
2010.0;Pinhel_Município;Cursos Tecnológicos e Profissionais;33.3;42.8
2010.0;Pinhel_Município;Total;25.1;42.8
2010.0;Pombal_Município;Cursos gerais;23.4;212.8
2010.0;Pombal_Município;Cursos Tecnológicos e Profissionais;10.5;212.8
2010.0;Pombal_Município;Total;17.2;212.8
2010.0;Ponta Delgada_Município;Cursos gerais;25.6;
2010.0;Ponta Delgada_Município;Cursos Tecnológicos e Profissionais;25.2;
2010.0;Ponta Delgada_Município;Total;25.4;
2010.0;Ponta do Sol_Município;Cursos gerais;22.3;
2010.0;Ponta do Sol_Município;Cursos Tecnológicos e Profissionais;;
2010.0;Ponta do Sol_Município;Total;22.3;
2010.0;Ponte da Barca_Município;Cursos gerais;12.7;106.1
2010.0;Ponte da Barca_Município;Cursos Tecnológicos e Profissionais;11.9;106.1
2010.0;Ponte da Barca_Município;Total;12.2;106.1
2010.0;Ponte de Lima_Município;Cursos gerais;15.7;221.5
2010.0;Ponte de Lima_Município;Cursos Tecnológicos e Profissionais;5.8;221.5
2010.0;Ponte de Lima_Município;Total;11.0;221.5
2010.0;Ponte de Sor_Município;Cursos gerais;20.4;142.9
2010.0;Ponte de Sor_Município;Cursos Tecnológicos e Profissionais;5.3;142.9
2010.0;Ponte de Sor_Município;Total;15.9;142.9
2010.0;Portalegre_Município;Cursos gerais;19.9;236.0
2010.0;Portalegre_Município;Cursos Tecnológicos e Profissionais;17.8;236.0
2010.0;Portalegre_Município;Total;19.4;236.0
2010.0;Portel_Município;Cursos gerais;;47.4
2010.0;Portel_Município;Cursos Tecnológicos e Profissionais;13.0;47.4
2010.0;Portel_Município;Total;13.0;47.4
2010.0;Portimão_Município;Cursos gerais;24.6;481.3
2010.0;Portimão_Município;Cursos Tecnológicos e Profissionais;18.5;481.3
2010.0;Portimão_Município;Total;21.7;481.3
2010.0;Porto_Município;Cursos gerais;16.6;1776.5
2010.0;Porto_Município;Cursos Tecnológicos e Profissionais;19.2;1776.5
2010.0;Porto_Município;Total;17.7;1776.5
2010.0;Porto de Mós_Município;Cursos gerais;15.6;107.2
2010.0;Porto de Mós_Município;Cursos Tecnológicos e Profissionais;15.1;107.2
2010.0;Porto de Mós_Município;Total;15.4;107.2
2010.0;Porto Moniz_Município;Cursos gerais;36.0;
2010.0;Porto Moniz_Município;Cursos Tecnológicos e Profissionais;;
2010.0;Porto Moniz_Município;Total;36.0;
2010.0;Porto Santo_Município;Cursos gerais;22.3;
2010.0;Porto Santo_Município;Cursos Tecnológicos e Profissionais;31.2;
2010.0;Porto Santo_Município;Total;24.4;
2010.0;Póvoa de Lanhoso_Município;Cursos gerais;24.8;167.0
2010.0;Póvoa de Lanhoso_Município;Cursos Tecnológicos e Profissionais;14.4;167.0
2010.0;Póvoa de Lanhoso_Município;Total;19.6;167.0
2010.0;Póvoa de Varzim_Município;Cursos gerais;16.4;556.9
2010.0;Póvoa de Varzim_Município;Cursos Tecnológicos e Profissionais;10.6;556.9
2010.0;Póvoa de Varzim_Município;Total;14.8;556.9
2010.0;Povoação_Município;Cursos gerais;22.8;
2010.0;Povoação_Município;Cursos Tecnológicos e Profissionais;69.6;
2010.0;Povoação_Município;Total;40.0;
2010.0;Proença-a-Nova_Município;Cursos gerais;19.1;31.3
2010.0;Proença-a-Nova_Município;Cursos Tecnológicos e Profissionais;5.6;31.3
2010.0;Proença-a-Nova_Município;Total;18.0;31.3
2010.0;Redondo_Município;Cursos gerais;15.9;66.1
2010.0;Redondo_Município;Cursos Tecnológicos e Profissionais;12.5;66.1
2010.0;Redondo_Município;Total;14.2;66.1
2010.0;Reguengos de Monsaraz_Município;Cursos gerais;26.7;88.6
2010.0;Reguengos de Monsaraz_Município;Cursos Tecnológicos e Profissionais;26.1;88.6
2010.0;Reguengos de Monsaraz_Município;Total;26.5;88.6
2010.0;Resende_Município;Cursos gerais;17.3;115.7
2010.0;Resende_Município;Cursos Tecnológicos e Profissionais;7.3;115.7
2010.0;Resende_Município;Total;14.0;115.7
2010.0;Ribeira Brava_Município;Cursos gerais;29.7;
2010.0;Ribeira Brava_Município;Cursos Tecnológicos e Profissionais;32.7;
2010.0;Ribeira Brava_Município;Total;30.5;
2010.0;Ribeira de Pena_Município;Cursos gerais;27.1;64.4
2010.0;Ribeira de Pena_Município;Cursos Tecnológicos e Profissionais;7.3;64.4
2010.0;Ribeira de Pena_Município;Total;19.3;64.4
2010.0;Ribeira Grande_Município;Cursos gerais;27.2;
2010.0;Ribeira Grande_Município;Cursos Tecnológicos e Profissionais;25.2;
2010.0;Ribeira Grande_Município;Total;26.0;
2010.0;Rio Maior_Município;Cursos gerais;16.9;96.7
2010.0;Rio Maior_Município;Cursos Tecnológicos e Profissionais;7.1;96.7
2010.0;Rio Maior_Município;Total;12.2;96.7
2010.0;Sabrosa_Município;Cursos gerais;21.6;49.2
2010.0;Sabrosa_Município;Cursos Tecnológicos e Profissionais;15.7;49.2
2010.0;Sabrosa_Município;Total;19.6;49.2
2010.0;Sabugal_Município;Cursos gerais;21.9;55.3
2010.0;Sabugal_Município;Cursos Tecnológicos e Profissionais;10.0;55.3
2010.0;Sabugal_Município;Total;17.3;55.3
